index,citations,year,Title,citations_average
3644,61,2009,Neural Implementation of Hierarchical Bayesian Inference by Importance Sampling,6.777777777777778
3646,563,2009,Locality-sensitive binary codes from shift-invariant kernels,62.55555555555556
3648,98,2009,Unsupervised Feature Selection for the k-means Clustering Problem,10.88888888888889
3649,68,2009,Non-stationary continuous dynamic Bayesian networks,7.555555555555555
3651,23,2009,Submanifold density estimation,2.5555555555555554
3653,29,2009,fMRI-Based Inter-Subject Cortical Alignment Using Functional Connectivity,3.2222222222222223
3654,36,2009,Distribution Matching for Transduction,4.0
3655,572,2009,A unified framework for high-dimensional analysis of M-estimators with decomposable regularizers,63.55555555555556
3656,21,2009,Learning to Explore and Exploit in POMDPs,2.3333333333333335
3657,12,2009,Lattice Regression,1.3333333333333333
3658,58,2009,Variational Inference for the Nested Chinese Restaurant Process,6.444444444444445
3664,45,2009,Conditional Random Fields with High-Order Features for Sequence Labeling,5.0
3667,24,2009,Hierarchical Learning of Dimensional Biases in Human Categorization,2.6666666666666665
3668,52,2009,Data-driven calibration of linear estimators with minimal penalties,5.777777777777778
3669,9,2009,An Infinite Factor Model Hierarchy Via a Noisy-Or Mechanism,1.0
3670,862,2009,Unsupervised feature learning for audio classification using convolutional deep belief networks,95.77777777777777
3672,224,2009,Non-Parametric Bayesian Dictionary Learning for Sparse Image Representations,24.88888888888889
3673,10,2009,Code-specific policy gradient rules for spiking neurons,1.1111111111111112
3675,125,2009,Monte Carlo Sampling for Regret Minimization in Extensive Games,13.88888888888889
3676,8,2009,"Fast, smooth and adaptive regression in metric spaces",0.8888888888888888
3677,219,2009,An Integer Projected Fixed Point Method for Graph Matching and MAP Inference,24.333333333333332
3678,79,2009,Grouped Orthogonal Matching Pursuit for Variable Selection and Prediction,8.777777777777779
3680,137,2009,Learning to Rank by Optimizing NDCG Measure,15.222222222222221
3681,15,2009,Manifold Regularization for SIR with Rate Root-n Convergence,1.6666666666666667
3682,50,2009,Efficient Recovery of Jointly Sparse Vectors,5.555555555555555
3683,7,2009,Optimal Scoring for Unsupervised Learning,0.7777777777777778
3684,24,2009,Rank-Approximate Nearest Neighbor Search: Retaining Meaning and Speed in High Dimensions,2.6666666666666665
3685,24,2009,A Smoothed Approximate Linear Program,2.6666666666666665
3687,33,2009,A Biologically Plausible Model for Rapid Natural Scene Identification,3.6666666666666665
3688,19,2009,Nonparametric Bayesian Models for Unsupervised Event Coreference Resolution,2.111111111111111
3689,46,2009,Matrix Completion from Power-Law Distributed Samples,5.111111111111111
3691,480,2009,Zero-shot Learning with Semantic Output Codes,53.333333333333336
3692,8,2009,Distribution-Calibrated Hierarchical Classification,0.8888888888888888
3694,312,2009,3D Object Recognition with Deep Belief Nets,34.666666666666664
3695,16,2009,Occlusive Components Analysis,1.7777777777777777
3697,55,2009,On the Algorithmics and Applications of a Mixed-norm based Kernel Learning Formulation,6.111111111111111
3700,45,2009,Subject independent EEG-based BCI decoding,5.0
3705,5,2009,Optimizing Multi-Class Spatio-Spectral Filters via Bayes Error Estimation for EEG Classification,0.5555555555555556
3707,15,2009,Learning transport operators for image manifolds,1.6666666666666667
3711,41,2009,Discriminative Network Models of Schizophrenia,4.555555555555555
3712,24,2009,Beyond Convexity: Online Submodular Minimization,2.6666666666666665
3714,14,2009,Local Rules for Global MAP: When Do They Work ?,1.5555555555555556
3717,16,2009,On Learning Rotations,1.7777777777777777
3719,564,2009,Dual Averaging Method for Regularized Stochastic Learning and Online Optimization,62.666666666666664
3720,70,2009,Heterogeneous multitask learning with joint sparsity constraints,7.777777777777778
3722,12,2009,Particle-based Variational Inference for Continuous Systems,1.3333333333333333
3724,20,2009,Accelerating Bayesian Structural Inference for Non-Decomposable Gaussian Graphical Models,2.2222222222222223
3726,532,2009,Rethinking LDA: Why Priors Matter,59.111111111111114
3727,59,2009,Posterior vs Parameter Sparsity in Latent Variable Models,6.555555555555555
3728,10,2009,Discrete MDL Predicts in Total Variation,1.1111111111111112
3729,105,2009,Learning with Compressible Priors,11.666666666666666
3731,191,2009,Asymptotic Analysis of MAP Estimation via the Replica Method and Compressed Sensing,21.22222222222222
3732,56,2009,Sequential effects reflect parallel learning of multiple environmental regularities,6.222222222222222
3733,23,2009,Differential Use of Implicit Negative Evidence in Generative and Discriminative Language Learning,2.5555555555555554
3735,24,2009,Complexity of Decentralized Control: Special Cases,2.6666666666666665
3737,109,2009,Sparse Metric Learning via Smooth Optimization,12.11111111111111
3739,117,2009,Beyond Categories: The Visual Memex Model for Reasoning About Object Relationships,13.0
3741,53,2009,"Slow, Decorrelated Features for Pretraining Complex Cell-like Networks",5.888888888888889
3742,31,2009,Free energy score space,3.4444444444444446
3745,14,2009,Hierarchical Mixture of Classification Experts Uncovers Interactions between Brain Regions,1.5555555555555556
3746,39,2009,Semi-supervised Learning using Sparse Eigenfunction Bases,4.333333333333333
3748,20,2009,Probabilistic Relational PCA,2.2222222222222223
3750,15,2009,Speeding up Magnetic Resonance Image Acquisition by Bayesian Multi-Slice Adaptive Compressed Sensing,1.6666666666666667
3752,1,2009,"Individuation, Identification and Object Discovery",0.1111111111111111
3754,83,2009,Exploring Functional Connectivities of the Human Brain using Multivariate Information Analysis,9.222222222222221
3755,20,2009,A Stochastic approximation method for inference in probabilistic graphical models,2.2222222222222223
3759,107,2009,Graph-based Consensus Maximization among Multiple Supervised and Unsupervised Models,11.88888888888889
3760,5,2009,Adapting to the Shifting Intent of Search Queries,0.5555555555555556
3762,55,2009,An Additive Latent Feature Model for Transparent Object Recognition,6.111111111111111
3763,6,2009,Robust Nonparametric Regression with Metric-Space Valued Output,0.6666666666666666
3766,14,2009,Manifold Embeddings for Model-Based Reinforcement Learning under Partial Observability,1.5555555555555556
3767,84,2009,Maximin affinity learning of image segmentation,9.333333333333334
3768,199,2009,Fast subtree kernels on graphs,22.11111111111111
3769,13,2009,Statistical Models of Linear and Nonlinear Contextual Interactions in Early Visual Processing,1.4444444444444444
3770,371,2009,Replicated Softmax: an Undirected Topic Model,41.22222222222222
3771,17,2009,Measuring model complexity with the prior predictive,1.8888888888888888
3772,8,2009,Bayesian Sparse Factor Models and DAGs Inference and Comparison,0.8888888888888888
3773,19,2009,Potential-Based Agnostic Boosting,2.111111111111111
3774,133,2009,Regularized Distance Metric Learning:Theory and Algorithm,14.777777777777779
3776,16,2009,Maximum likelihood trajectories for continuous-time Markov chains,1.7777777777777777
3780,344,2009,Nonparametric Latent Feature Models for Link Prediction,38.22222222222222
3781,62,2009,Fast Learning from Non-i.i.d. Observations,6.888888888888889
3782,71,2009,An LP View of the M-best MAP problem,7.888888888888889
3783,49,2009,Analysis of SVM with Indefinite Kernels,5.444444444444445
3785,97,2009,Compressed Least-Squares Regression,10.777777777777779
3786,33,2009,Factor Modeling for Advertisement Targeting,3.6666666666666665
3790,54,2009,Polynomial Semantic Indexing,6.0
3792,34,2009,Heavy-Tailed Symmetric Stochastic Neighbor Embedding,3.7777777777777777
3793,129,2009,Sharing Features among Dynamical Systems with Beta Processes,14.333333333333334
3794,9,2009,Tracking Dynamic Sources of Malicious Activity at Internet Scale,1.0
3795,11,2009,Sparse Estimation Using General Likelihoods and Non-Factorial Priors,1.2222222222222223
3796,22,2009,The 'tree-dependent components' of natural scenes are edge filters,2.4444444444444446
3797,90,2009,A Sparse Non-Parametric Approach for Single Channel Separation of Known Sounds,10.0
3798,8,2009,Efficient Moments-based Permutation Tests,0.8888888888888888
3799,721,2009,Nonlinear Learning using Local Coordinate Coding,80.11111111111111
3800,192,2009,Group Sparse Coding,21.333333333333332
3801,91,2009,STDP enables spiking neurons to detect hidden causes of their inputs,10.11111111111111
3805,6,2009,Randomized Pruning: Efficiently Calculating Expectations in Large Dynamic Programs,0.6666666666666666
3806,31,2009,Sparse and Locally Constant Gaussian Graphical Models,3.4444444444444446
3809,109,2009,Decoupling Sparsity and Smoothness in the Discrete Hierarchical Dirichlet Process,12.11111111111111
3810,251,2009,Efficient Match Kernel between Sets of Features for Visual Recognition,27.88888888888889
3814,1,2009,Approximating MAP by Compensating for Structural Relaxations,0.1111111111111111
3816,7,2009,Improving Existing Fault Recovery Policies,0.7777777777777778
3817,87,2009,Indian Buffet Processes with Power-law Behavior,9.666666666666666
3819,69,2009,Multi-Label Prediction via Sparse Infinite CCA,7.666666666666667
3821,24,2009,From PAC-Bayes Bounds to KL Regularization,2.6666666666666665
3823,1242,2009,Reading Tea Leaves: How Humans Interpret Topic Models,138.0
3825,42,2009,"Noise Characterization, Modeling, and Reduction for In Vivo Neural Recording",4.666666666666667
3826,19,2009,AUC optimization and the two-sample problem,2.111111111111111
3827,71,2009,Semi-supervised Regression using Hessian energy with an application to semi-supervised dimensionality reduction,7.888888888888889
3828,16,2009,DUOL: A Double Updating Approach for Online Learning,1.7777777777777777
3829,167,2009,Streaming k-means approximation,18.555555555555557
3830,95,2009,Unsupervised Detection of Regions of Interest Using Iterative Link Analysis,10.555555555555555
3831,62,2009,Predicting the Optimal Spacing of Study: A Multiscale Context Model of Memory,6.888888888888889
3832,18,2009,Sufficient Conditions for Agnostic Active Learnable,2.0
3833,39,2009,Large Scale Nonparametric Bayesian Inference: Data Parallelisation in the Indian Buffet Process,4.333333333333333
3834,249,2009,Learning Non-Linear Combinations of Kernels,27.666666666666668
3840,578,2009,Efficient Learning using Forward-Backward Splitting,64.22222222222223
3841,1216,2009,Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Matrices via Convex Optimization,135.11111111111111
3842,24,2009,Construction of Nonparametric Bayesian Models from Parametric Bayes Equations,2.6666666666666665
3844,45,2009,Bayesian Source Localization with the Multivariate Laplace Prior,5.0
3846,1,2009,Modeling the spacing effect in sequential category learning,0.1111111111111111
3850,58,2009,Who’s Doing What: Joint Modeling of Names and Verbs for Simultaneous Face and Pose Annotation,6.444444444444445
3851,48,2009,On Invariance in Hierarchical Models,5.333333333333333
3852,116,2010,Discriminative Clustering by Regularized Information Maximization,14.5
3855,131,2010,Agnostic Active Learning Without Constraints,16.375
3858,7,2010,Random Projection Trees Revisited,0.875
3860,34,2010,Regularized estimation of image statistics by Score Matching,4.25
3862,29,2010,An Approximate Inference Approach to Temporal Optimization in Optimal Control,3.625
3863,983,2010,Supervised Clustering,122.875
3865,13,2010,Decomposing Isotonic Regression for Efficiently Solving Large Problems,1.625
3867,86,2010,Direct Loss Minimization for Structured Prediction,10.75
3868,10,2010,Fractionally Predictive Spiking Neurons,1.25
3869,47,2010,Convex Multiple-Instance Learning by Estimating Likelihood Ratio,5.875
3870,1108,2010,Online Learning for Latent Dirichlet Allocation,138.5
3871,0,2010,Multi-Stage Dantzig Selector,0.0
3872,225,2010,Large Margin Multi-Task Metric Learning,28.125
3874,82,2010,Error Propagation for Approximate Policy and Value Iteration,10.25
3875,49,2010,Learning via Gaussian Herding,6.125
3876,49,2010,A Family of Penalty Functions for Structured Sparsity,6.125
3877,211,2010,Exploiting weakly-labeled Web images to improve object classification: a domain adaptation approach,26.375
3878,28,2010,Multi-View Active Learning in the Non-Realizable Case,3.5
3879,72,2010,On the Theory of Learnining with Privileged Information,9.0
3880,171,2010,Transduction with Matrix Completion: Three Birds with One Stone,21.375
3882,111,2010,Estimation of Rényi Entropy and Mutual Information Based on Generalized Nearest-Neighbor Graphs,13.875
3883,16,2010,Extensions of Generalized Binary Search to Group Identification and Exponential Costs,2.0
3884,68,2010,Optimal Bayesian Recommendation Sets and Myopically Optimal Choice Query Sets,8.5
3885,33,2010,Implicitly Constrained Gaussian Process Regression for Monocular Non-Rigid Pose Estimation,4.125
3886,25,2010,Graph-Valued Regression,3.125
3890,382,2010,Guaranteed Rank Minimization via Singular Value Projection,47.75
3891,147,2010,Network Flow Algorithms for Structured Sparsity,18.375
3893,42,2010,New Adaptive Algorithms for Online Classification,5.25
3896,44,2010,Movement extraction by detecting dynamics switches and repetitions,5.5
3899,81,2010,Construction of Dependent Dirichlet Processes based on Poisson Processes,10.125
3901,140,2010,Factorized Latent Spaces with Structured Sparsity,17.5
3903,63,2010,Generative Local Metric Learning for Nearest Neighbor Classification,7.875
3904,2,2010,Inference and communication in the game of Password,0.25
3905,71,2010,Probabilistic latent variable models for distinguishing between cause and effect,8.875
3908,14,2010,Inference with Multivariate Heavy-Tails in Linear Models,1.75
3910,3,2010,Latent Variable Models for Predicting File Dependencies in Large-Scale Software Development,0.375
3911,958,2010,"Efficient and Robust Feature Selection via Joint ℓ2,1-Norms Minimization",119.75
3912,494,2010,Learning Convolutional Feature Hierarchies for Visual Recognition,61.75
3914,47,2010,Occlusion Detection and Motion Estimation with Convex Optimization,5.875
3915,15,2010,Bayesian Action-Graph Games,1.875
3918,160,2010,Collaborative Filtering in a Non-Uniform World: Learning with the Weighted Trace Norm,20.0
3919,5,2010,Sparse Instrumental Variables (SPIV) for Genome-Wide Studies,0.625
3920,32,2010,The Maximal Causes of Natural Scenes are Edge Filters,4.0
3923,13,2010,Decoding Ipsilateral Finger Movements from ECoG Signals in Humans,1.625
3925,8,2010,Penalized Principal Component Regression on Graphs for Analysis of Subnetworks,1.0
3926,49,2010,Individualized ROI Optimization via Maximization of Group-wise Consistency of Structural and Functional Profiles,6.125
3927,4,2010,Exact learning curves for Gaussian process regression on large random graphs,0.5
3928,34,2010,Infinite Relational Modeling of Functional Connectivity in Resting State fMRI,4.25
3929,11,2010,Mixture of time-warped trajectory models for movement decoding,1.375
3930,253,2010,Active Learning by Querying Informative and Representative Examples,31.625
3931,58,2010,Universal Kernels on Non-Standard Input Spaces,7.25
3933,7,2010,Functional form of motion priors in human motion perception,0.875
3935,14,2010,MAP Estimation for Graphical Models by Likelihood Maximization,1.75
3936,22,2010,Worst-Case Linear Discriminant Analysis,2.75
3938,38,2010,Sparse Coding for Learning Interpretable Spatio-Temporal Primitives,4.75
3939,25,2010,More data means less inference: A pseudo-max approach to structured learning,3.125
3941,918,2010,Object Bank: A High-Level Image Representation for Scene Classification & Semantic Feature Sparsification,114.75
3942,18,2010,A Computational Decision Theory for Interactive Assistants,2.25
3943,79,2010,Reverse Multi-Label Learning,9.875
3944,5,2010,Nonparametric Density Estimation for Stochastic Optimization with an Observable State Variable,0.625
3945,3,2010,A biologically plausible network for the computation of orientation dominance,0.375
3949,24,2010,Auto-Regressive HMM Inference with Incomplete Data for Short-Horizon Wind Forecasting,3.0
3950,66,2010,Simultaneous Object Detection and Ranking with Weak Supervision,8.25
3951,38,2010,Unsupervised Kernel Dimension Reduction,4.75
3952,13,2010,Bootstrapping Apprenticeship Learning,1.625
3953,6,2010,Sufficient Conditions for Generating Group Level Sparsity in a Robust Minimax Framework,0.75
3956,158,2010,Beyond Actions: Discriminative Models for Contextual Group Activities,19.75
3959,100,2010,Phoneme Recognition with Large Hierarchical Reservoirs,12.5
3961,278,2010,A Dirty Model for Multi-task Learning,34.75
3962,191,2010,Double Q-learning,23.875
3963,107,2010,"Layered image motion with explicit occlusions, temporal consistency, and depth ordering",13.375
3965,18,2010,Policy gradients in linearly-solvable MDPs,2.25
3966,92,2010,Space-Variant Single-Image Blind Deconvolution for Removing Camera Shake,11.5
3967,48,2010,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers,6.0
3968,28,2010,Evaluation of Rarity of Fingerprints in Forensics,3.5
3969,55,2010,Segmentation as Maximum-Weight Independent Set,6.875
3971,96,2010,Getting lost in space: Large sample analysis of the resistance distance,12.0
3972,86,2010,Group Sparse Coding with a Laplacian Scale Mixture Prior,10.75
3973,2,2010,Shadow Dirichlet for Restricted Probability Modeling,0.25
3974,21,2010,Functional Geometry Alignment and Localization of Brain Areas,2.625
3975,70,2010,Distributionally Robust Markov Decision Processes,8.75
3976,83,2010,Adaptive Multi-Task Lasso: with Application to eQTL Detection,10.375
3977,49,2010,Distributed Dual Averaging In Networks,6.125
3978,19,2010,Deep Coding Network,2.375
3979,76,2010,Lifted Inference Seen from the Other Side : The Tractable Features,9.5
3980,12,2010,Variational Inference over Combinatorial Spaces,1.5
3981,16,2010,Natural Policy Gradient Methods with Parameter-based Exploration for Control Tasks,2.0
3982,137,2010,Tree-Structured Stick Breaking for Hierarchical Data,17.125
3984,24,2010,Deterministic Single-Pass Algorithm for LDA,3.0
3987,373,2010,Learning To Count Objects in Images,46.625
3988,26,2010,Joint Analysis of Time-Evolving Binary Matrices and Associated Documents,3.25
3991,10,2010,Interval Estimation for Reinforcement-Learning Algorithms in Continuous-State Domains,1.25
3992,20,2010,Divisive Normalization: Justification and Effectiveness as Efficient Coding Transform,2.5
3996,7,2010,Tight Sample Complexity of Large-Margin Learning,0.875
3998,8,2010,Static Analysis of Binary Executables Using Structural SVMs,1.0
3999,14,2010,"Humans Learn Using Manifolds, Reluctantly",1.75
4000,5,2010,A Novel Kernel for Learning a Neuron Model from Spike Train Data,0.625
4001,98,2010,Towards Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models,12.25
4002,2,2010,Scrambled Objects for Least-Squares Regression,0.25
4003,9,2010,Identifying Patients at Risk of Major Adverse Cardiovascular Events Using Symbolic Mismatch,1.125
4004,11,2010,Layer-wise analysis of deep networks with Gaussian kernels,1.375
4005,58,2010,Implicit encoding of prior probabilities in optimal neural populations,7.25
4006,44,2010,Active Learning Applied to Patient-Adaptive Heartbeat Classification,5.5
4007,10,2010,Lower Bounds on Rate of Convergence of Cutting Plane Methods,1.25
4008,0,2010,Switching state space model for simultaneously estimating state transitions and nonstationary firing rates,0.0
4009,15,2010,Probabilistic Deterministic Infinite Automata,1.875
4014,24,2010,A rational decision making framework for inhibitory control,3.0
4015,56,2010,Non-Stochastic Bandit Slate Problems,7.0
4016,14,2010,Identifying Dendritic Processing,1.75
4017,29,2010,Nonparametric Bayesian Policy Priors for Reinforcement Learning,3.625
4018,16,2010,Global Analytic Solution for Variational Bayesian Matrix Factorization,2.0
4021,3,2010,A Log-Domain Implementation of the Diffusion Network in Very Large Scale Integration,0.375
4022,5,2010,A novel family of non-parametric cumulative based divergences for point processes,0.625
4024,397,2010,Copula Processes,49.625
4025,46,2010,Learning Kernels with Radiuses of Minimum Enclosing Balls,5.75
4026,91,2010,Structured Determinantal Point Processes,11.375
4027,12,2010,Spectral Regularization for Support Estimation,1.5
4028,54,2010,Hallucinations in Charles Bonnet Syndrome Induced by Homeostasis: a Deep Boltzmann Machine Model,6.75
4029,13,2010,b-Bit Minwise Hashing for Estimating Three-Way Similarities,1.625
4034,13,2010,Identifying graph-structured activation patterns in networks,1.625
4035,28,2010,CUR from a Sparse Optimization Viewpoint,3.5
4036,6,2010,Evaluating neuronal codes for inference using Fisher information,0.75
4037,30,2010,Random Walk Approach to Regret Minimization,3.75
4038,75,2010,Constructing Skill Trees for Reinforcement Learning Agents from Demonstration Trajectories,9.375
4039,23,2010,Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks,2.875
4041,20,2010,Efficient Optimization for Discriminative Latent Class Models,2.5
4043,9,2010,A unified model of short-range and long-range motion perception,1.125
4044,51,2010,Batch Bayesian Optimization via Simulation Matching,6.375
4045,82,2010,Hashing Hyperplane Queries to Near Points with Applications to Large-Scale Active Learning,10.25
4046,52,2010,Towards Property-Based Classification of Clustering Paradigms,6.5
4047,1,2010,Throttling Poisson Processes,0.125
4048,36,2010,Learning Networks of Stochastic Differential Equations,4.5
4049,56,2010,"Feature Transitions with Saccadic Search: Size, Color, and Orientation Are Not Alike",7.0
4050,467,2010,Robust PCA via Outlier Pursuit,58.375
4051,134,2010,Parametric Bandits: The Generalized Linear Case,16.75
4053,17,2010,Implicit Differentiation by Perturbation,2.125
4055,169,2010,Learning to combine foveal glimpses with a third-order Boltzmann machine,21.125
4057,275,2010,Phone Recognition with the Mean-Covariance Restricted Boltzmann Machine,34.375
4060,40,2010,Structural epitome: a way to summarize one’s visual experience,5.0
4061,199,2010,Extended Bayesian Information Criteria for Gaussian Graphical Models,24.875
4063,59,2010,Online Markov Decision Processes under Bandit Feedback,7.375
4064,107,2010,Random Projections for k-means Clustering,13.375
4065,7,2010,Optimal Web-Scale Tiering as a Flow Problem,0.875
4066,119,2010,Learning Bounds for Importance Weighting,14.875
4068,19,2010,Avoiding False Positive in Multi-Instance Learning,2.375
4071,98,2010,Efficient Minimization of Decomposable Submodular Functions,12.25
4072,37,2010,Short-term memory in neuronal networks through dynamical compressed sensing,4.625
4073,65,2010,Gaussian Process Preference Elicitation,8.125
4074,3,2010,Attractor Dynamics with Synaptic Depression,0.375
4075,178,2010,Brain covariance selection: better individual functional connectivity models using population prior,22.25
4076,217,2010,On the Convexity of Latent Social Network Inference,27.125
4078,6,2010,Evidence-Specific Structures for Rich Tractable CRFs,0.75
4079,4,2010,Multivariate Dyadic Regression Trees for Sparse Learning Problems,0.5
4080,15,2010,Learning invariant features using the Transformed Indian Buffet Process,1.875
4081,10,2010,Learning concept graphs from text with stick-breaking priors,1.25
4082,21,2010,Improvements to the Sequence Memoizer,2.625
4084,40,2010,Learning Efficient Markov Networks,5.0
4085,10,2010,Active Estimation of F-Measures,1.25
4087,233,2010,Estimating Spatial Layout of Rooms using Volumetric Reasoning about Objects and Surfaces,29.125
4089,8,2010,Improving Human Judgments by Decontaminating Sequential Dependencies,1.0
4090,1,2010,Probabilistic Belief Revision with Structural Constraints,0.125
4091,76,2010,A New Probabilistic Model for Rank Aggregation,9.5
4095,4,2010,Using body-anchored priors for identifying actions in single images,0.5
4096,11,2010,Two-Layer Generalization Analysis for Ranking Using Rademacher Average,1.375
4097,67,2010,Probabilistic Multi-Task Feature Selection,8.375
4098,8,2010,Heavy-Tailed Process Priors for Selective Shrinkage,1.0
4099,72,2010,"Online Learning: Random Averages, Combinatorial Parameters, and Learnability",9.0
4100,26,2010,Pose-Sensitive Embedding by Nonlinear NCA Regression,3.25
4101,76,2010,Generating more realistic images using gated MRF's,9.5
4102,82,2010,Rates of convergence for the cluster tree,10.25
4103,64,2010,A POMDP Extension with Belief-dependent Rewards,8.0
4105,0,2010,An Alternative to Low-level-Sychrony-Based Methods for Speech Detection,0.0
4106,5,2010,Permutation Complexity Bound on Out-Sample Error,0.625
4107,4,2010,Semi-Supervised Learning with Adversarially Missing Label Information,0.5
4108,21,2010,Causal discovery in multiple models from different experiments,2.625
4110,20,2010,PAC-Bayesian Model Selection for Reinforcement Learning,2.5
4111,60,2010,Subgraph Detection Using Eigenvector L1 Norms,7.5
4112,132,2010,Near-Optimal Bayesian Active Learning with Noisy Observations,16.5
4113,6,2010,Linear readout from a neural population with partial correlation data,0.75
4114,8,2010,Cross Species Expression Analysis using a Dirichlet Process Mixture Model with Latent Matchings,1.0
4116,17,2010,Block Variable Selection in Multivariate Regression and High-dimensional Causal Inference,2.125
4117,51,2010,Linear Complementarity for Regularized Policy Evaluation and Improvement,6.375
4118,157,2010,Sparse Inverse Covariance Selection via Alternating Linearization Methods,19.625
4119,30,2010,Spatial and anatomical regularization of SVM for brain image analysis,3.75
4120,395,2010,Self-Paced Learning for Latent Variable Models,49.375
4121,54,2010,Boosting Classifier Cascades,6.75
4123,31,2010,A Bayesian Framework for Figure-Ground Interpretation,3.875
4125,24,2010,On Herding and the Perceptron Cycling Theorem,3.0
4126,5,2010,Learning the context of a category,0.625
4127,28,2010,Synergies in learning words and their referents,3.5
4129,67,2010,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model,8.375
4130,2,2010,MAP estimation in Binary MRFs via Bipartite Multi-cuts,0.25
4131,42,2010,A Discriminative Latent Model of Image Region and Object Tag Correspondence,5.25
4132,123,2010,Moreau-Yosida Regularization for Grouped Tree Structure Learning,15.375
4133,6,2010,The LASSO risk: asymptotic results and real world examples,0.75
4134,57,2010,Learning from Candidate Labeling Sets,7.125
4135,3,2010,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models,0.375
4138,107,2010,"Smoothness, Low Noise and Fast Rates",13.375
4139,37,2010,Multitask Learning without Label Correspondences,4.625
4141,22,2010,Accounting for network effects in neuronal responses using L1 regularized point process models,2.75
4142,124,2010,Co-regularization Based Semi-supervised Domain Adaptation,15.5
4143,61,2010,Large Margin Learning of Upstream Scene Understanding Models,7.625
4144,64,2011,Multi-Bandit Best Arm Identification,9.142857142857142
4145,151,2011,Crowdclustering,21.571428571428573
4146,66,2011,Submodular Multi-Label Learning,9.428571428571429
4148,31,2011,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries",4.428571428571429
4149,29,2011,Dynamical segmentation of single trials from population neural data,4.142857142857143
4152,20,2011,Query-Aware MCMC,2.857142857142857
4155,5,2011,Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories,0.7142857142857143
4157,47,2011,Structured sparse coding via lateral inhibition,6.714285714285714
4158,39,2011,Multiple Instance Learning on Structured Data,5.571428571428571
4159,83,2011,On Learning Discrete Graphical Models using Greedy Methods,11.857142857142858
4161,64,2011,Continuous-Time Regression Models for Longitudinal Networks,9.142857142857142
4163,9,2011,Energetically Optimal Action Potentials,1.2857142857142858
4164,29,2011,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference,4.142857142857143
4167,56,2011,Learning Probabilistic Non-Linear Latent Variable Models for Tracking Complex Activities,8.0
4168,68,2011,Metric Learning with Multiple Kernels,9.714285714285714
4169,168,2011,SpaRCS: Recovering low-rank and sparse matrices from compressive measurements,24.0
4170,14,2011,Learning large-margin halfspaces with more malicious noise,2.0
4171,14,2011,Uniqueness of Belief Propagation on Signed Graphs,2.0
4172,34,2011,Beating SGD: Learning SVMs in Sublinear Time,4.857142857142857
4173,26,2011,Neural Reconstruction with Approximate Message Passing (NeuRAMP),3.7142857142857144
4174,57,2011,Relative Density-Ratio Estimation for Robust Distribution Comparison,8.142857142857142
4176,321,2011,Semantic Labeling of 3D Point Clouds for Indoor Scenes,45.857142857142854
4177,227,2011,Object Detection with Grammar Models,32.42857142857143
4179,25,2011,Maximum Margin Multi-Instance Learning,3.5714285714285716
4183,9,2011,Bayesian Partitioning of Large-Scale Distance Data,1.2857142857142858
4184,3,2011,Structural equations and divisive normalization for energy-dependent component analysis,0.42857142857142855
4185,83,2011,From Bandits to Experts: On the Value of Side-Observations,11.857142857142858
4188,258,2011,Ranking annotators for crowdsourced labeling tasks,36.857142857142854
4189,99,2011,Higher-Order Correlation Clustering for Image Segmentation,14.142857142857142
4191,58,2011,Learning a Tree of Metrics with Disjoint Visual Features,8.285714285714286
4192,159,2011,Divide-and-Conquer Matrix Factorization,22.714285714285715
4193,8,2011,Autonomous Learning of Action Models for Planning,1.1428571428571428
4194,17,2011,Select and Sample - A Model of Efficient Neural Inference and Learning,2.4285714285714284
4195,32,2011,Learning Patient-Specific Cancer Survival Distributions as a Sequence of Dependent Regressors,4.571428571428571
4196,13,2011,On Tracking The Partition Function,1.8571428571428572
4197,27,2011,Transfer from Multiple MDPs,3.857142857142857
4198,112,2011,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning,16.0
4199,67,2011,Noise Thresholds for Spectral Clustering,9.571428571428571
4200,19,2011,Semi-supervised Regression via Parallel Field Regularization,2.7142857142857144
4201,15,2011,Variance Penalizing AdaBoost,2.142857142857143
4202,2,2011,Sparse Recovery with Brownian Sensing,0.2857142857142857
4203,68,2011,Image Parsing with Stochastic Scene Grammar,9.714285714285714
4204,68,2011,Rapid Deformable Object Detection using Dual-Tree Branch-and-Bound,9.714285714285714
4205,44,2011,Probabilistic Joint Image Segmentation and Labeling,6.285714285714286
4206,13,2011,Anatomically Constrained Decoding of Finger Flexion from Electrocorticographic Signals,1.8571428571428572
4208,150,2011,Shallow vs. Deep Sum-Product Networks,21.428571428571427
4209,538,2011,An Empirical Evaluation of Thompson Sampling,76.85714285714286
4211,53,2011,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity,7.571428571428571
4214,26,2011,Approximating Semidefinite Programs in Sublinear Time,3.7142857142857144
