index,citations,year,Title,citations_average,predicted_citations
2910,2,2005,Preconditioner Approximations for Probabilistic Graphical Models,0.15384615384615385,136.61372305071504
2911,4,2005,Fast Information Value for Graphical Models,0.3076923076923077,167.63405576894152
2912,52,2005,Learning Influence among Interacting Markov Chains,4.0,360.1753046623562
2913,182,2005,Learning Shared Latent Structure for Image Synthesis and Robotic Imitation,14.0,382.82360038713597
2914,227,2005,Spectral Bounds for Sparse PCA: Exact and Greedy Algorithms,17.46153846153846,120.92899802574729
2915,69,2005,Inferring Motor Programs from Images of Handwritten Digits,5.307692307692308,23.797894640701873
2916,704,2005,Multiple Instance Boosting for Object Detection,54.153846153846146,75.87907534572011
2918,4,2005,Unbiased Estimator of Shape Parameter for Spiking Irregularities under Changing Environments,0.3076923076923077,14.169646635952725
2919,55,2005,From Lasso regression to Feature vector machine,4.230769230769232,121.84182031724174
2923,14,2006,Theory and Dynamics of Perceptual Bistability,1.1666666666666667,19.933694568350756
2924,126,2006,Fundamental Limitations of Spectral Clustering,10.5,113.86835156174565
2926,51,2006,Simplifying Mixture Models through Function Approximation,4.25,113.62630528886865
2927,11,2006,Mutagenetic tree Fisher kernel improves prediction of HIV drug resistance from viral genotype,0.9166666666666666,32.51497040174824
2928,6,2006,A selective attention multi--chip system with dynamic synapses and spiking neurons,0.5,49.851789539683296
2929,15,2006,Learning Structural Equation Models for fMRI,1.25,500.3645476496499
2930,6,2006,Multi-dynamic Bayesian Networks,0.5,525.7743026621777
2931,64,2006,Tighter PAC-Bayes Bounds,5.333333333333333,26.852558302761942
2933,615,2006,Analysis of Representations for Domain Adaptation,51.25,160.13123938718655
2934,33,2006,A Bayesian Approach to Diffusion Models of Decision-Making and Response Time,2.75,110.30222755914511
2936,2,2006,Chained Boosting,0.16666666666666666,36.94756848681006
2937,32,2006,Large Scale Hidden Semi-Markov SVMs,2.6666666666666665,71.63110712273716
2938,11,2006,"Shifting, One-Inclusion Mistake Bounds and Tight Multiclass Expected Risk Bounds",0.9166666666666666,26.95374012512944
2939,2,2006,Large Margin Multi-channel Analog-to-Digital Conversion with Applications to Neural Prosthesis,0.16666666666666666,127.85724727763974
2940,20,2006,"Uncertainty, phase and oscillatory hippocampal recall",1.6666666666666667,8.213535196533613
2944,63,2006,Learning on Graph with Laplacian Regularization,5.25,570.9288843001831
2945,94,2006,PG-means: learning the number of clusters in data,7.833333333333332,376.01078005529394
2947,30,2006,Recursive ICA,2.5,21.693132818494508
2948,26,2006,Causal inference in sensorimotor integration,2.1666666666666665,49.17776575206977
2949,64,2006,Statistical Modeling of Images with Fields of Gaussian Scale Mixtures,5.333333333333333,68.03100469862473
2950,66,2006,A Probabilistic Algorithm Integrating Source Localization and Noise Suppression of MEG and EEG data,5.5,47.545468177316515
2953,15,2006,A PAC-Bayes Risk Bound for General Loss Functions,1.25,19.412858516666002
2954,2513,2006,Efficient sparse coding algorithms,209.41666666666663,205.9070443191725
2957,1458,2006,Map-Reduce for Machine Learning on Multicore,121.5,452.8904957112093
2961,55,2006,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,4.583333333333333,61.08505978002715
2962,144,2006,Fast Computation of Graph Kernels,12.0,96.29128138581325
2963,40,2006,Analysis of Contour Motions,3.333333333333333,64.58830374376653
2964,20,2006,Information Bottleneck for Non Co-Occurrence Data,1.6666666666666667,79.10152432514985
2965,723,2006,A Kernel Method for the Two-Sample-Problem,60.25,80.7754153014431
2966,92,2006,Towards a general independent subspace analysis,7.666666666666668,59.48750774158341
2967,14,2006,Comparative Gene Prediction using Conditional Random Fields,1.1666666666666667,110.58279207632576
2968,15,2006,A Switched Gaussian Process for Estimating Disparity and Segmentation in Binocular Stereo,1.25,38.18230516159172
2969,44,2006,Unified Inference for Variational Bayesian Linear Gaussian State-Space Models,3.6666666666666665,149.48769837782493
2970,13,2006,Single Channel Speech Separation Using Factorial Dynamics,1.0833333333333333,89.31538624129485
2971,2,2006,Attentional Processing on a Spike-Based VLSI Neural Network,0.16666666666666666,183.40892537448008
2972,58,2006,Stratification Learning: Detecting Mixed Density and Dimensionality in High Dimensional Point Clouds,4.833333333333333,230.3134148045177
2973,77,2006,Logistic Regression for Single Trial EEG Classification,6.416666666666668,90.41907937052764
2974,21,2006,Optimal Change-Detection and Spiking Neurons,1.75,49.1550579395767
2976,34,2006,Analysis of Empirical Bayesian Methods for Neuroelectromagnetic Source Localization,2.833333333333333,81.18504162414771
2977,211,2006,Large Margin Hidden Markov Models for Automatic Speech Recognition,17.583333333333332,127.57928857044047
2980,452,2006,Blind Motion Deblurring Using Image Statistics,37.66666666666666,135.1195187708176
2984,32,2006,Kernel Maximum Entropy Data Transformation and an Enhanced Spectral Clustering Algorithm,2.6666666666666665,101.34986189054312
2985,235,2006,A Nonparametric Approach to Bottom-Up Visual Saliency,19.58333333333333,54.38430508030981
2986,198,2006,High-Dimensional Graphical Model Selection Using \ell_1-Regularized Logistic Regression,16.5,111.74007431595071
2991,48,2006,Learning to Model Spatial Dependency: Semi-Supervised Discriminative Random Fields,4.0,320.42420862130496
2992,165,2006,Nonnegative Sparse PCA,13.75,104.17811212686132
2996,186,2006,Modeling Dyadic Data with Binary Latent Factors,15.5,147.2338151437001
2997,133,2006,Boosting Structured Prediction for Imitation Learning,11.083333333333336,479.6433612616973
2999,633,2006,"Learning with Hypergraphs: Clustering, Classification, and Embedding",52.75,544.9389437408307
3000,125,2006,Generalized Maximum Margin Clustering and Unsupervised Kernel Learning,10.416666666666666,406.90072905193483
3002,88,2006,Similarity by Composition,7.333333333333332,97.43543249703741
3003,11,2006,Conditional mean field,0.9166666666666666,26.66887536106744
3004,20,2006,A Scalable Machine Learning Approach to Go,1.6666666666666667,456.15881948401784
3005,1016,2006,Efficient Learning of Sparse Representations with an Energy-Based Model,84.66666666666667,504.8124544849136
3006,17,2006,Dynamic Foreground/Background Extraction from Images and Videos using Random Patches,1.4166666666666667,91.84152124509414
3007,260,2006,Image Retrieval and Classification Using Local Distance Functions,21.66666666666667,179.53599564060184
3008,3082,2006,Graph-Based Visual Saliency,256.8333333333333,125.18945353568745
3009,497,2006,Fast Discriminative Visual Codebooks using Randomized Clustering Forests,41.41666666666666,147.11083843747525
3010,26,2006,Fast Iterative Kernel PCA,2.1666666666666665,94.29351458404913
3011,57,2006,Conditional Random Sampling: A Sketch-based Sampling Technique for Sparse Data,4.75,86.76775886123866
3013,189,2006,Sparse Multinomial Logistic Regression via Bayesian L1 Regularisation,15.75,112.38811146641713
3018,319,2006,Speakers optimize information density through syntactic reduction,26.58333333333333,43.490697104348
3020,17,2006,An Information Theoretic Framework for Eukaryotic Gradient Sensing,1.4166666666666667,71.12083621767196
3021,43,2006,Particle Filtering for Nonparametric Bayesian Matrix Factorization,3.583333333333333,123.4593496954319
3025,6,2006,Inferring Network Structure from Co-Occurrences,0.5,62.2843113984937
3026,3,2006,Neurophysiological Evidence of Cooperative Mechanisms for Stereo Computation,0.25,11.211410525514262
3028,27,2006,The Neurodynamics of Belief Propagation on Binary Markov Random Fields,2.25,51.47675443055254
3029,159,2006,In-Network PCA and Anomaly Detection,13.25,97.03369972230881
3030,63,2006,Prediction on a Graph with a Perceptron,5.25,87.07134988984558
3031,103,2006,Differential Entropic Clustering of Multivariate Gaussians,8.583333333333334,71.2602279414127
3032,73,2006,Mixture Regression for Covariate Shift,6.083333333333332,52.98196423745614
3033,132,2006,Graph Laplacian Regularization for Large-Scale Semidefinite Programming,11.0,73.32204692883424
3034,58,2006,Learning to Traverse Image Manifolds,4.833333333333333,585.8668554040268
3037,21,2006,An Oracle Inequality for Clipped Regularized Risk Minimizers,1.75,11.124952455369742
3038,506,2006,A Collapsed Variational Bayesian Inference Algorithm for Latent Dirichlet Allocation,42.16666666666666,297.5862264648472
3040,3363,2006,Greedy Layer-Wise Training of Deep Networks,280.25,469.6480521140747
3043,7,2006,Inducing Metric Violations in Human Similarity Judgements,0.5833333333333334,32.142623475039095
3046,24,2006,A Small World Threshold for Economic Network Formation,2.0,43.104144749982474
3047,7,2006,A Novel Gaussian Sum Smoother for Approximate Inference in Switching Linear Dynamical Systems,0.5833333333333334,54.36374827372441
3048,29,2006,Automated Hierarchy Discovery for Planning in Partially Observable Environments,2.4166666666666665,12.214798225872846
3051,6,2006,Online Classification for Complex Problems Using Simultaneous Projections,0.5,129.24711655599071
3053,2,2006,Predicting spike times from subthreshold dynamics of a neuron,0.16666666666666666,12.213845670111695
3055,209,2006,Modeling General and Specific Aspects of Documents with a Probabilistic Topic Model,17.416666666666668,67.07687665424882
3056,18,2006,Computation of Similarity Measures for Sequential Data using Generalized Suffix Trees,1.5,84.90124250085867
3058,47,2006,Hyperparameter Learning for Graph Based Semi-supervised Learning Algorithms,3.9166666666666665,688.607442711775
3059,34,2006,Blind source separation for over-determined delayed mixtures,2.833333333333333,14.398850495332729
3060,76,2006,Near-Uniform Sampling of Combinatorial Spaces Using XOR Constraints,6.333333333333332,78.1465695210431
3062,17,2006,A Theory of Retinal Population Coding,1.4166666666666667,37.18746265653944
3063,9,2006,Learnability and the doubling dimension,0.75,7.235232418103127
3064,64,2006,Detecting Humans via Their Pose,5.333333333333333,101.96798448362574
3065,54,2006,Clustering appearance and shape by learning jigsaws,4.5,436.64433366224586
3066,11,2006,Context dependent amplification of both rate and event-correlation in a VLSI network of spiking neurons,0.9166666666666666,34.42125064555055
3067,656,2006,Sparse Representation for Signal Classification,54.66666666666666,180.2930912204178
3068,576,2006,Learning to Rank with Nonsmooth Cost Functions,48.0,437.80470666237863
3069,35,2006,Optimal Single-Class Classification Strategies,2.9166666666666665,97.1985403428474
3070,116,2006,An EM Algorithm for Localizing Multiple Sound Sources in Reverberant Environments,9.666666666666666,28.52030428062719
3072,618,2006,Modeling Human Motion Using Binary Latent Variables,51.5,191.16984097294252
3073,83,2006,Large-Scale Sparsified Manifold Regularization,6.916666666666668,62.768193142871574
3075,21,2006,Distributed Inference in Dynamical Systems,1.75,128.33114641866536
3078,57,2006,Unsupervised Learning of a Probabilistic Grammar for Object Detection and Parsing,4.75,372.4882219020429
3084,5,2006,Nonlinear physically-based models for decoding motor-cortical population activity,0.4166666666666667,66.80655567577178
3085,97,2006,Relational Learning with Gaussian Processes,8.083333333333334,594.106898073492
3087,94,2006,MLLE: Modified Locally Linear Embedding Using Multiple Weights,7.833333333333332,100.15079442084958
3089,16,2006,Denoising and Dimension Reduction in Feature Space,1.3333333333333333,48.847512891633876
3091,62,2006,Doubly Stochastic Normalization for Spectral Clustering,5.166666666666667,136.4489531476555
3092,71,2006,Bayesian Policy Gradient Algorithms,5.916666666666668,195.05381972630013
3093,7,2006,Aggregating Classification Accuracy across Time: Application to Single Trial EEG,0.5833333333333334,56.37759404030604
3094,175,2006,Stochastic Relational Models for Discriminative Link Prediction,14.583333333333336,147.63644385433926
3095,25,2006,The Robustness-Performance Tradeoff in Markov Decision Processes,2.083333333333333,48.549588245474816
3097,74,2006,Natural Actor-Critic for Road Traffic Optimisation,6.166666666666668,16.794861886406096
3098,349,2006,Balanced Graph Matching,29.08333333333333,70.88209539432391
3100,31,2006,A recipe for optimizing a time-histogram,2.583333333333333,19.968020536476484
3102,22,2006,Combining causal and similarity-based reasoning,1.8333333333333333,22.03330505731185
3104,160,2006,Manifold Denoising,13.333333333333336,37.91089909116225
3106,139,2006,Approximate Correspondences in High Dimensions,11.583333333333336,24.425222658494256
3110,46,2006,Active learning for misspecified generalized linear models,3.8333333333333335,451.51530362619815
3112,45,2006,Subordinate class recognition using relational object models,3.75,175.35485875451846
3113,7,2006,Implicit Surfaces with Globally Regularised and Compactly Supported Basis Functions,0.5833333333333334,10.236591163504883
3115,36,2006,Hierarchical Dirichlet Processes with Random Effects,3.0,185.43528281422456
3116,84,2006,Handling Advertisements of Unknown Quality in Search Advertising,7.0,11.462062727727306
3117,58,2006,"On the Relation Between Low Density Separation, Spectral Clustering and Graph Cuts",4.833333333333333,88.57751499896104
3119,101,2006,Stability of K-Means Clustering,8.416666666666666,96.91734441398515
3120,149,2006,Branch and Bound for Semi-Supervised Support Vector Machines,12.416666666666664,121.59162479831015
3124,4,2007,Efficient Bayesian Inference for Dynamically Changing Graphs,0.3636363636363637,122.47913290707613
3126,79,2007,Learning Horizontal Connections in a Sparse Coding Model of Natural Images,7.1818181818181825,339.3935500525537
3127,129,2007,Random Projections for Manifold Learning,11.727272727272727,551.4697207796546
3129,56,2007,Variational inference for Markov jump processes,5.090909090909091,106.49979107227996
3130,2517,2007,Probabilistic Matrix Factorization,228.8181818181818,194.42792299664643
3134,77,2007,Inferring Neural Firing Rates from Spike Trains Using Gaussian Processes,7.0,181.1260371460541
3135,18,2007,Discriminative Keyword Selection Using Support Vector Machines,1.6363636363636365,157.93722613117805
3136,17,2007,Infinite State Bayes-Nets for Structured Domains,1.5454545454545454,43.55195655991989
3137,62,2007,Efficient multiple hyperparameter learning for log-linear models,5.636363636363638,414.4583417705411
3138,74,2007,Multi-Task Learning via Conic Programming,6.727272727272728,427.06795616078927
3139,54,2007,"HM-BiTAM: Bilingual Topic Exploration, Word Alignment, and Translation",4.909090909090909,37.91162435275247
3141,54,2007,Cluster Stability for Finite Samples,4.909090909090909,9.46489430467409
3142,23,2007,A probabilistic model for generating realistic lip movements from speech,2.090909090909091,54.73035666158216
3143,9,2007,A Unified Near-Optimal Estimator For Dimension Reduction in l_\alpha (0<\alpha\leq 2) Using Stable Random Projections,0.8181818181818182,50.9270315848302
3144,109,2007,FilterBoost: Regression and Classification on Large Datasets,9.909090909090908,120.8617774975434
3146,108,2007,Learning the structure of manifolds using random projections,9.818181818181818,446.70242384937006
3148,79,2007,The Infinite Gamma-Poisson Feature Model,7.1818181818181825,62.04815026200356
3149,211,2007,Discriminative Batch Mode Active Learning,19.181818181818183,437.5326191206162
3153,134,2007,Evaluating Search Engines by Modeling the Relationship Between Relevance and Clicks,12.181818181818182,56.22339969927322
3154,100,2007,Non-parametric Modeling of Partially Ranked Data,9.090909090909092,65.4069172262259
3155,80,2007,Optimistic Linear Programming gives Logarithmic Regret for Irreducible MDPs,7.272727272727272,24.885983304268468
3156,11,2007,Second Order Bilinear Discriminant Analysis for single trial EEG analysis,1.0,58.79542225056505
3158,17,2007,Ultrafast Monte Carlo for Statistical Summations,1.5454545454545454,18.62912674663604
3160,118,2007,Topmoumoute Online Natural Gradient Algorithm,10.727272727272727,89.88920461513001
3165,22,2007,Learning to classify complex patterns using a VLSI network of spiking neurons,2.0,309.0597948006639
3166,21,2007,A Risk Minimization Principle for a Class of Parzen Estimators,1.9090909090909087,21.960750637156167
3167,83,2007,A Constraint Generation Approach to Learning Stable Linear Dynamical Systems,7.545454545454546,290.13165961231965
3169,15,2007,Learning Monotonic Transformations for Classification,1.3636363636363635,586.6775115100502
3170,365,2007,COFI RANK - Maximum Margin Matrix Factorization for Collaborative Ranking,33.18181818181818,93.80190321828701
3174,35,2007,Convex Relaxations of Latent Variable Training,3.1818181818181817,244.93123228848827
3175,13,2007,Theoretical Analysis of Learning with Reward-Modulated Spike-Timing-Dependent Plasticity,1.181818181818182,254.9792107857561
3178,69,2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,6.2727272727272725,50.857220120780035
3179,148,2007,Expectation Maximization and Posterior Constraints,13.454545454545455,16.735430009875568
3180,79,2007,Sequential Hypothesis Testing under Stochastic Deadlines,7.1818181818181825,47.22871205004088
3181,1,2007,GRIFT: A graphical model for inferring visual classification features from human data,0.09090909090909093,114.561129528035
3182,125,2007,Hierarchical Apprenticeship Learning with Application to Quadruped Locomotion,11.363636363636365,369.3714429449687
3186,10,2007,Discovering Weakly-Interacting Factors in a Complex Stochastic Process,0.9090909090909092,46.92411472612556
3191,35,2007,Markov Chain Monte Carlo with People,3.1818181818181817,24.931006433697
3193,22,2007,EEG-Based Brain-Computer Interaction: Improved Accuracy by Automatic Single-Trial Error Detection,2.0,71.63227981307794
3194,22,2007,A learning framework for nearest neighbor search,2.0,436.83996256922273
3195,12,2007,Inferring Elapsed Time from Stochastic Neural Processes,1.0909090909090908,208.31639423172462
3196,84,2007,The rat as particle filter,7.636363636363638,27.781906491088094
3197,3,2007,Predicting Brain States from fMRI Data: Incremental Functional Principal Component Regression,0.2727272727272727,48.794403552169854
3199,40,2007,Boosting the Area under the ROC Curve,3.636363636363636,21.458639116335746
3200,21,2007,Classification via Minimum Incremental Coding Length (MICL),1.9090909090909087,93.59260963093102
3201,193,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,17.545454545454547,253.4440558478422
3202,87,2007,The Generalized FITC Approximation,7.909090909090909,43.00629240099327
3203,30,2007,Hidden Common Cause Relations in Relational Learning,2.727272727272727,354.9271510689454
3204,83,2007,Nearest-Neighbor-Based Active Learning for Rare Category Detection,7.545454545454546,324.0458254907043
3205,577,2007,Multi-task Gaussian Process Prediction,52.45454545454545,126.49025081259924
3206,11,2007,Fast Variational Inference for Large-scale Internet Diagnosis,1.0,95.65515937248742
3207,46,2007,Comparing Bayesian models for multisensory cue combination without mandatory integration,4.181818181818182,80.05292417719899
3210,35,2007,An Analysis of Convex Relaxations for MAP Estimation,3.1818181818181817,104.77300011868783
3212,170,2007,Collapsed Variational Inference for HDP,15.454545454545455,81.20906482092012
3214,47,2007,Optimal ROC Curve for a Combination of Classifiers,4.2727272727272725,30.075239277487366
3217,93,2007,Bayesian Agglomerative Clustering with Coalescents,8.454545454545455,139.23345414549294
3219,255,2007,Distributed Inference for Latent Dirichlet Allocation,23.181818181818183,433.40513554109947
3221,17,2007,Simplified Rules and Theoretical Analysis for Information Bottleneck Optimization and PCA with Spiking Neurons,1.5454545454545454,72.81213388027406
3222,9,2007,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,0.8181818181818182,158.64383385979366
3223,99,2007,Active Preference Learning with Discrete Choice Data,9.0,383.69099140241934
3224,197,2007,The discriminant center-surround hypothesis for bottom-up saliency,17.90909090909091,18.037435599449477
3225,27,2007,Compressed Regression,2.4545454545454546,84.59915251571046
3227,72,2007,Sparse Overcomplete Latent Variable Decomposition of Counts Data,6.545454545454546,149.12341126101208
3228,150,2007,Structured Learning with Approximate Inference,13.636363636363635,583.9112745220934
3230,1,2007,Better than least squares: comparison of objective functions for estimating linear-nonlinear models,0.09090909090909093,61.309421979821124
3231,119,2007,Statistical Analysis of Semi-Supervised Regression,10.818181818181818,148.13055544191027
3232,35,2007,The Distribution Family of Similarity Distances,3.1818181818181817,18.362782865782627
3233,40,2007,Mining Internet-Scale Software Repositories,3.636363636363636,14.933582140922862
3234,104,2007,TrueSkill Through Time: Revisiting the History of Chess,9.454545454545457,21.216115679033113
3235,15,2007,Consistent Minimization of Clustering Objective Functions,1.3636363636363635,84.77811223101901
3236,30,2007,Congruence between model and human attention reveals unique signatures of critical visual events,2.727272727272727,51.71043817673024
3237,1422,2007,Supervised Topic Models,129.27272727272728,265.9675189798624
3240,17,2007,An online Hebbian learning rule that performs Independent Component Analysis,1.5454545454545454,268.10364159395584
3242,297,2007,Kernel Measures of Conditional Dependence,27.0,59.847014247786475
3244,109,2007,Support Vector Machine Classification with Indefinite Kernels,9.909090909090908,142.9366575881195
3246,172,2007,Modeling homophily and stochastic equivalence in symmetric relational data,15.636363636363635,67.28684542886393
3248,138,2007,Object Recognition by Scene Alignment,12.545454545454545,123.73346009906757
3249,89,2007,Managing Power Consumption and Performance of Computing Systems Using Reinforcement Learning,8.090909090909092,309.4883985739427
3250,19,2007,Privacy-Preserving Belief Propagation and Sampling,1.7272727272727273,43.672632430794025
3253,70,2007,Configuration Estimates Improve Pedestrian Finding,6.363636363636362,6.1204018720930495
3255,20,2007,Exponential Family Predictive Representations of State,1.818181818181818,93.02698136382955
3258,112,2007,Incremental Natural Actor-Critic Algorithms,10.181818181818182,77.14770088653775
3259,160,2007,Discriminative K-means for Clustering,14.545454545454545,110.34605428207624
3260,45,2007,Blind channel identification for speech dereverberation using l1-norm sparse learning,4.090909090909091,287.3893119817585
3261,69,2007,Variational Inference for Diffusion Processes,6.2727272727272725,122.70591059107103
3263,143,2007,New Outer Bounds on the Marginal Polytope,13.0,18.754050346085528
3264,26,2007,Simulated Annealing: Rigorous finite-time guarantees for optimization on continuous domains,2.363636363636364,46.507847293296344
3266,99,2007,Receding Horizon Differential Dynamic Programming,9.0,44.809495366669054
3268,87,2007,Discriminative Log-Linear Grammars with Latent Variables,7.909090909090909,133.09039469866676
3270,172,2007,Scene Segmentation with CRFs Learned from Partially Labeled Images,15.636363636363635,35.3615306984422
3272,21,2007,Experience-Guided Search: A Theory of Attentional Control,1.9090909090909087,21.023774819052342
3273,47,2007,Modelling motion primitives and their timing in biologically executed movements,4.2727272727272725,37.29714463920533
3275,31,2007,Retrieved context and the discovery of semantic structure,2.8181818181818183,21.847562409316787
3276,3,2007,Heterogeneous Component Analysis,0.2727272727272727,77.36599782235038
3277,15,2007,Subspace-Based Face Recognition in Analog VLSI,1.3636363636363635,52.26635911695606
3278,35,2007,Efficient Inference for Distributions on Permutations,3.1818181818181817,100.3064389409399
3282,51,2007,Efficient Convex Relaxation for Transductive Support Vector Machine,4.636363636363637,114.16201783078452
3284,104,2007,Catching Change-points with Lasso,9.454545454545457,9.710080078651508
3285,29,2007,Message Passing for Max-weight Independent Set,2.636363636363636,11.300634066117105
3286,9,2007,Scan Strategies for Meteorological Radars,0.8181818181818182,1.7396894771894775
3287,21,2007,A Probabilistic Approach to Language Change,1.9090909090909087,71.86207854111335
3289,125,2007,The Price of Bandit Information for Online Optimization,11.363636363636365,109.81088257130655
3290,55,2007,Random Sampling of States in Dynamic Programming,5.0,75.6441791647968
3291,6,2007,On higher-order perceptron algorithms,0.5454545454545454,77.83779708267107
3292,17,2007,Testing for Homogeneity with Kernel Fisher Discriminant Analysis,1.5454545454545454,67.28272107727315
3293,27,2007,Measuring Neural Synchrony by Message Passing,2.4545454545454546,182.21520393396437
3295,37,2007,Catching Up Faster in Bayesian Model Selection and Model Averaging,3.363636363636364,84.94897268993138
3297,235,2007,A general agnostic active learning algorithm,21.363636363636363,447.5033713915424
3298,57,2007,Linear programming analysis of loopy belief propagation for weighted matching,5.181818181818182,67.91353922648204
3299,149,2007,Bayesian Co-Training,13.545454545454545,255.6456932767206
3300,15,2007,Stable Dual Dynamic Programming,1.3636363636363635,70.1532538613908
3302,9,2007,Anytime Induction of Cost-sensitive Trees,0.8181818181818182,13.790771163542335
3304,58,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,5.2727272727272725,54.12485111836762
3305,23,2007,A Randomized Algorithm for Large Scale Support Vector Learning,2.090909090909091,387.5532186411164
3306,133,2007,Adaptive Online Gradient Descent,12.090909090909092,121.93081087946433
3307,1360,2007,Random Features for Large-Scale Kernel Machines,123.63636363636364,122.00793985854027
3308,12,2007,Robust Regression with Twinned Gaussian Processes,1.0909090909090908,114.79187368176471
3309,82,2007,Boosting Algorithms for Maximizing the Soft Margin,7.454545454545454,97.66770609389843
3310,229,2007,Parallelizing Support Vector Machines on Distributed Computers,20.818181818181817,132.0126145319036
3311,69,2007,"Rapid Inference on a Novel AND/OR graph for Object Detection, Segmentation and Parsing",6.2727272727272725,60.47271735852496
3312,80,2007,Online Linear Regression and Its Application to Model-Based Reinforcement Learning,7.272727272727272,354.60941713078023
3313,27,2007,The Noisy-Logical Distribution and its Application to Causal Inference,2.4545454545454546,42.94748643576179
3314,54,2007,How SVMs can estimate quantiles and the median,4.909090909090909,9.068234645907207
3315,93,2007,Colored Maximum Variance Unfolding,8.454545454545455,28.93520801107517
3317,394,2007,Learning Visual Attributes,35.81818181818182,747.56590999816
3318,293,2007,Spatial Latent Dirichlet Allocation,26.63636363636364,468.4803140607073
3320,92,2007,Convex Clustering with Exemplar-Based Models,8.363636363636363,208.027204673758
3321,149,2007,Multiple-Instance Pruning For Learning Efficient Cascade Detectors,13.545454545454545,346.9865832561218
3322,27,2007,Bayesian binning beats approximate alternatives: estimating peri-stimulus time histograms,2.4545454545454546,36.76702029396158
3323,17,2007,Predictive Matrix-Variate t Models,1.5454545454545454,145.19759793644508
3325,446,2007,Predicting human gaze using low-level saliency combined with face detection,40.54545454545455,94.67416223780485
3328,9,2007,A neural network implementing optimal state estimation based on dynamic spike train decoding,0.8181818181818182,153.65725801554638
3329,383,2007,McRank: Learning to Rank Using Multiple Classification and Gradient Boosting,34.81818181818182,404.30559592005574
3333,29,2007,Agreement-Based Learning,2.636363636363636,1022.3012511594899
3336,7,2007,Optimal models of sound localization by barn owls,0.6363636363636364,121.00065376601758
3337,267,2007,Automatic Generation of Social Tags for Music Recommendation,24.272727272727273,20.3473024704961
3338,43,2007,Progressive mixture rules are deviation suboptimal,3.9090909090909087,10.37534573573456
3339,50,2007,The Infinite Markov Model,4.545454545454546,81.26873597542944
3340,245,2007,Learning Bounds for Domain Adaptation,22.272727272727273,553.6145817023347
3342,132,2008,Sparse Convolved Gaussian Processes for Multi-output Regression,13.2,131.57387529216754
3343,13,2008,Temporal Difference Based Actor Critic Learning - Convergence and Neural Implementation,1.3,373.4595427513437
3345,3,2008,How memory biases affect information transmission: A rational analysis of serial reproduction,0.3,46.516755113348935
3349,54,2008,Bayesian Synchronous Grammar Induction,5.4,75.89809812437682
3352,60,2008,Characteristic Kernels on Groups and Semigroups,6.0,32.05825803427432
3353,10,2008,Bayesian Network Score Approximation using a Metagraph Kernel,1.0,170.19611299508145
3354,80,2008,Evaluating probabilities under high-dimensional latent variable models,8.0,153.05127462791947
3357,12,2008,Sparsity of SVMs that use the epsilon-insensitive loss,1.2,11.441616075016654
3359,29,2008,Bayesian Experimental Design of Magnetic Resonance Imaging Sequences,2.9,39.394996526096115
3360,86,2008,Mind the Duality Gap: Logarithmic regret algorithms for online optimization,8.6,83.37150237451085
3361,32,2008,Relative Margin Machines,3.2,91.34703384117795
3362,105,2008,Mortal Multi-Armed Bandits,10.5,64.39621015308353
3363,89,2008,Learning Transformational Invariants from Natural Movies,8.9,418.19258209049195
3364,127,2008,Global Ranking Using Continuous Conditional Random Fields,12.7,114.09088439300737
3365,5,2008,A mixture model for the evolution of gene expression in non-homogeneous datasets,0.5,44.399047966979026
3367,28,2008,Partially Observed Maximum Entropy Discrimination Markov Networks,2.8,239.81825692899605
3368,238,2008,Translated Learning: Transfer Learning across Different Feature Spaces,23.8,534.2354789530795
3369,0,2008,"Stress, noradrenaline, and realistic prediction of mouse behaviour using reinforcement learning",0.0,314.52435431653214
3370,15,2008,"Estimating the Location and Orientation of Complex, Correlated Neural Activity using MEG",1.5,147.86741502803557
3371,8,2008,Grouping Contours Via a Related Image,0.8,109.04510157567111
3372,45,2008,Goal-directed decision making in prefrontal cortex: a computational framework,4.5,12.86025562849082
3373,25,2008,Relative Performance Guarantees for Approximate Inference in Latent Dirichlet Allocation,2.5,243.18253886055825
3374,1,2008,A Convex Upper Bound on the Log-Partition Function for Binary Distributions,0.1,30.481952637134853
3375,29,2008,Recursive Segmentation and Recognition Templates for 2D Parsing,2.9,38.93305192379625
3377,15,2008,Multiscale Random Fields with Application to Contour Grouping,1.5,32.46539136989186
3378,27,2008,Stochastic Relational Models for Large-scale Dyadic Data using MCMC,2.7,168.67834692073322
3381,3,2008,Extracting State Transition Dynamics from Multiple Spike Trains with Correlated Poisson HMM,0.3,17.49323090433739
3382,10,2008,MAS: a multiplicative approximation scheme for probabilistic inference,1.0,68.65989070319534
3383,159,2008,Robust Regression and Lasso,15.9,95.35804270162053
3385,61,2008,Kernel-ARMA for Hand Tracking and Brain-Machine interfacing During 3D Motor Control,6.1,47.06545853200116
3386,15,2008,Semi-supervised Learning with Weakly-Related Unlabeled Data : Towards Better Text Categorization,1.5,245.00717947605125
3387,179,2008,"On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization",17.9,68.98036870843703
